"","own","supply_dummy","city_supply","ideology","income","whitenh","age","male","name","zri_city","zri","ban_dummy","neighborhood_ban"
"1505",1,0,1,2,112500,1,59,1,"Wyandotte, Michigan",930,930,NA,4
"1506",1,NA,4,6,32500,1,59,0,"Wyandotte, Michigan",930,930,0,2
"1507",1,0,2,6,45000,1,59,1,"Southgate, Michigan",1002,1002,0,2
"1508",1,NA,4,2,55000,1,59,0,"Southgate, Michigan",1002,1002,NA,4
"1509",0,0,3,5,80000,0,39,0,"Southgate, Michigan",1002,1002,NA,4
"1510",1,0,3,2,45000,1,39,1,"Southgate, Michigan",1002,1002,NA,4
"1511",0,1,6,4,13750,0,69,1,"Detroit, Michigan",749,917,0,2
"1512",0,1,5,6,37500,0,39,1,"Detroit, Michigan",749,766,0,2
"1513",1,1,5,1,55000,1,49,1,"Detroit, Michigan",749,766,NA,4
"1514",0,NA,4,4,NA,0,59,0,"Detroit, Michigan",749,766,NA,4
"1515",1,NA,4,4,55000,0,59,0,"Detroit, Michigan",749,748,0,1
"1516",0,1,7,4,3500,0,29,0,"Detroit, Michigan",749,747,1,7
"1517",1,NA,4,2,22500,0,49,1,"Detroit, Michigan",749,747,NA,4
"1518",0,NA,4,2,3500,0,39,1,"Detroit, Michigan",749,749,NA,4
"1519",0,NA,4,2,32500,0,39,0,"Detroit, Michigan",749,747,NA,4
"1520",1,0,3,6,22500,0,59,0,"Detroit, Michigan",749,746,NA,4
"1521",1,0,3,6,92500,1,59,0,"Detroit, Michigan",749,748,0,1
"1522",0,NA,4,4,3500,0,29,0,"River Rouge, Michigan",788,788,0,2
"1523",0,0,2,3,37500,0,49,1,"Detroit, Michigan",749,783,0,3
"1524",0,NA,4,4,6250,0,29,0,"Detroit, Michigan",749,783,0,3
"1525",1,1,5,6,6250,0,69,0,"Detroit, Michigan",749,796,NA,4
"1526",1,0,3,5,55000,0,39,0,"Detroit, Michigan",749,796,NA,4
"1527",1,1,6,5,2e+05,0,79,0,"Detroit, Michigan",749,796,0,3
"1528",0,1,6,2,11250,0,49,1,"Detroit, Michigan",749,767,0,1
"1529",0,0,1,5,3500,0,49,0,"Detroit, Michigan",749,767,0,3
"1530",1,0,3,7,NA,0,29,1,"Detroit, Michigan",749,746,NA,4
"1531",1,NA,4,6,37500,0,39,0,"Detroit, Michigan",749,746,0,3
"1532",0,1,5,5,17500,0,29,0,"Detroit, Michigan",749,746,NA,4
"1533",1,1,5,3,NA,0,59,1,"Detroit, Michigan",749,749,0,3
"1534",1,1,7,6,137500,0,59,0,"Detroit, Michigan",749,749,0,1
"1535",1,0,3,2,55000,0,59,0,"Detroit, Michigan",749,783,NA,4
"1536",1,0,2,6,55000,0,69,0,"Detroit, Michigan",749,783,1,7
"1537",0,1,5,6,37500,0,59,0,"Detroit, Michigan",749,783,1,5
"1538",1,1,5,4,112500,1,49,1,"Oak Park, Michigan",1185,1185,1,5
"1539",1,0,2,6,92500,1,21,0,"Sterling Heights, Michigan",1467,1504,1,6
"1540",1,0,1,4,11250,1,59,1,"Sterling Heights, Michigan",1467,1504,1,7
"1541",1,0,2,2,37500,1,69,1,"Sterling Heights, Michigan",1467,1504,1,6
"1542",1,NA,4,4,3500,1,29,0,"Sterling Heights, Michigan",1467,1504,NA,4
"1543",1,NA,NA,2,112500,1,69,1,"Sterling Heights, Michigan",1467,1439,NA,4
"1544",1,0,1,2,92500,1,69,1,"Sterling Heights, Michigan",1467,1403,1,5
"1545",1,0,2,4,162500,1,49,0,"Sterling Heights, Michigan",1467,1403,1,5
"1546",0,1,6,4,3500,1,39,1,"Sterling Heights, Michigan",1467,1403,0,1
"1547",1,1,7,3,137500,1,59,1,"Sterling Heights, Michigan",1467,1403,1,6
"1548",1,NA,4,4,92500,1,59,0,"Farmington Hills, Michigan",1889,2252,0,2
"1549",1,NA,4,6,2e+05,0,59,0,"Farmington Hills, Michigan",1889,2252,NA,4
"1550",1,NA,NA,2,2e+05,1,69,0,"Farmington Hills, Michigan",1889,1782,NA,4
"1551",0,1,7,6,22500,0,29,0,"Pontiac, Michigan",868,840,0,1
"1552",0,NA,4,4,13750,0,49,0,"Pontiac, Michigan",868,861,NA,4
"1553",1,0,3,5,17500,1,39,1,"Novi, Michigan",2195,2877,1,5
"1554",1,NA,4,4,92500,1,59,1,"Novi, Michigan",2195,1810,NA,4
"1555",1,0,1,6,55000,0,49,0,"Flint, Michigan",555,612,0,1
"1556",1,NA,4,5,45000,0,29,0,"Flint, Michigan",555,612,NA,4
"1557",1,1,5,4,80000,1,59,1,"Burton, Michigan",706,645,NA,4
"1558",0,NA,4,7,13750,1,21,0,"Kalamazoo, Michigan",973,1262,0,2
"1559",1,1,6,4,NA,1,69,1,"Des Moines, Iowa",1147,1346,0,3
"1560",0,1,5,4,55000,1,29,0,"Des Moines, Iowa",1147,1346,1,7
"1561",0,0,3,2,45000,1,59,1,"Des Moines, Iowa",1147,1346,0,2
"1562",1,NA,4,5,17500,1,69,0,"Des Moines, Iowa",1147,1346,0,3
"1563",0,1,7,4,11250,1,29,1,"Des Moines, Iowa",1147,1110,0,1
"1564",1,0,1,6,137500,1,59,0,"Des Moines, Iowa",1147,1110,0,3
"1565",0,NA,4,6,3500,0,29,0,"Des Moines, Iowa",1147,1110,NA,4
"1566",0,0,3,4,80000,1,49,1,"Des Moines, Iowa",1147,1110,0,3
"1567",0,1,5,2,80000,1,29,0,"Des Moines, Iowa",1147,1110,0,2
"1568",1,1,5,5,55000,1,79,0,"Sioux City, Iowa",961,1096,1,5
"1569",0,0,3,4,80000,1,29,0,"Sioux City, Iowa",961,759,1,5
"1570",1,NA,4,5,67500,1,79,0,"Council Bluffs, Iowa",958,882,0,2
"1571",1,NA,NA,4,3500,1,79,1,"Council Bluffs, Iowa",958,882,NA,NA
"1572",0,NA,4,4,11250,1,39,0,"Council Bluffs, Iowa",958,882,NA,4
"1573",1,NA,4,6,112500,1,29,0,"Olds, Iowa",NA,NA,NA,4
"1574",1,NA,NA,2,162500,1,79,1,"Brookfield, Wisconsin",1974,1898,NA,4
"1575",1,NA,4,4,92500,1,59,0,"Brookfield, Wisconsin",1974,1898,0,2
"1576",1,NA,NA,3,112500,1,49,0,"Butler, Wisconsin",1394,1394,NA,4
"1577",1,1,7,4,45000,1,79,0,"Butler, Wisconsin",1394,1394,1,7
"1578",1,0,3,4,112500,1,39,1,"New Berlin, Wisconsin",1799,1816,NA,4
"1579",1,NA,4,2,55000,1,69,0,"New Berlin, Wisconsin",1799,1816,1,6
"1580",1,0,2,2,112500,1,49,0,"Oak Creek, Wisconsin",1255,1256,1,5
"1581",1,0,1,4,55000,1,79,0,"Oak Creek, Wisconsin",1255,1256,NA,4
"1582",1,NA,4,5,45000,1,39,0,"Oak Creek, Wisconsin",1255,1256,1,6
"1583",0,NA,4,2,45000,1,39,1,"Oak Creek, Wisconsin",1255,1256,1,6
"1584",0,NA,4,4,22500,1,29,0,"South Milwaukee, Wisconsin",NA,NA,1,6
"1585",1,0,3,3,112500,1,49,1,"South Milwaukee, Wisconsin",NA,NA,0,1
"1586",0,0,3,4,32500,1,49,0,"South Milwaukee, Wisconsin",NA,NA,0,3
"1587",1,1,6,2,32500,0,59,1,"Milwaukee, Wisconsin",1008,816,0,3
"1588",0,1,7,1,27500,0,39,0,"Milwaukee, Wisconsin",1008,755,1,7
"1589",0,1,5,4,3500,0,39,1,"Milwaukee, Wisconsin",1008,755,0,1
"1590",1,0,3,5,27500,1,59,0,"Milwaukee, Wisconsin",1008,987,NA,4
"1591",1,NA,4,4,27500,1,69,0,"Milwaukee, Wisconsin",1008,987,NA,4
"1592",0,0,3,6,37500,0,59,1,"Milwaukee, Wisconsin",1008,987,1,6
"1593",1,NA,4,3,22500,1,59,1,"Milwaukee, Wisconsin",1008,987,1,5
"1594",0,0,1,5,17500,1,21,0,"Madison, Wisconsin",1467,1441,0,3
"1595",0,1,5,6,13750,1,49,1,"Madison, Wisconsin",1467,1441,0,2
"1596",0,1,5,5,27500,1,29,1,"Madison, Wisconsin",1467,1441,0,3
"1597",1,1,5,2,55000,1,69,0,"Kimberly, Wisconsin",1070,1070,1,5
"1598",1,0,2,4,27500,1,29,0,"Little Chute, Wisconsin",1044,1045,0,3
"1599",1,0,2,4,112500,1,59,1,"Cottage Grove, Minnesota",1611,1609,0,3
"1600",1,0,1,2,92500,1,49,1,"Cottage Grove, Minnesota",1611,1609,1,7
"1601",1,NA,4,2,112500,1,49,0,"Cottage Grove, Minnesota",1611,1609,NA,4
"1602",1,0,3,3,17500,1,59,1,"Cottage Grove, Minnesota",1611,1609,0,2
"1603",1,1,6,2,80000,1,69,1,"Cottage Grove, Minnesota",1611,1609,0,2
"1604",0,0,3,6,NA,1,39,0,"St. Paul, Minnesota",1371,1276,1,5
"1605",1,NA,4,6,37500,1,49,1,"St. Paul, Minnesota",1371,1383,NA,4
"1606",1,NA,4,6,45000,1,49,0,"St. Paul, Minnesota",1371,1383,1,5
"1607",0,1,5,3,45000,1,49,0,"St. Paul, Minnesota",1371,1269,1,5
"1608",1,NA,4,6,80000,1,39,1,"St. Paul, Minnesota",1371,1399,NA,4
"1609",1,0,1,6,137500,1,59,1,"St. Paul, Minnesota",1371,1399,1,7
"1610",1,NA,4,6,80000,1,69,1,"St. Paul, Minnesota",1371,1399,NA,4
"1611",0,NA,4,3,37500,1,59,1,"St. Paul, Minnesota",1371,1399,NA,4
"1612",0,1,7,1,137500,1,59,1,"St. Paul, Minnesota",1371,1399,1,7
"1613",1,0,3,6,137500,1,21,0,"St. Paul, Minnesota",1371,1806,1,7
"1614",1,NA,4,3,55000,0,39,0,"St. Paul, Minnesota",1371,1806,0,3
"1615",1,1,5,2,67500,1,59,0,"St. Paul, Minnesota",1371,1289,NA,4
"1616",0,1,5,2,11250,1,29,1,"St. Paul, Minnesota",1371,1289,1,5
"1617",1,NA,4,4,92500,1,79,0,"St. Paul, Minnesota",1371,1724,1,6
"1618",1,NA,4,6,112500,1,59,1,"St. Paul, Minnesota",1371,1724,NA,4
"1619",1,NA,4,2,137500,1,39,0,"Eagan, Minnesota",1679,1488,NA,4
"1620",1,1,5,4,2e+05,1,59,0,"Eagan, Minnesota",1679,1561,NA,4
"1621",1,0,3,3,112500,1,59,0,"Eagan, Minnesota",1679,1561,1,5
"1622",1,NA,4,2,137500,1,59,1,"Eagan, Minnesota",1679,1561,NA,4
"1623",0,NA,4,7,3500,1,29,1,"Eagan, Minnesota",1679,1561,NA,4
"1624",1,0,2,3,67500,1,49,1,"Eagan, Minnesota",1679,1561,1,7
"1625",1,0,3,2,32500,1,79,0,"Woodbury, Minnesota",1872,1789,NA,4
"1626",1,0,2,5,22500,1,59,0,"Woodbury, Minnesota",1872,1789,NA,4
"1627",0,NA,4,3,45000,1,49,1,"Woodbury, Minnesota",1872,1789,1,5
"1628",0,NA,4,4,32500,0,39,0,"Woodbury, Minnesota",1872,1789,NA,4
"1629",1,0,2,4,162500,1,69,0,"Woodbury, Minnesota",1872,1789,1,6
"1630",1,0,3,7,112500,1,49,1,"Woodbury, Minnesota",1872,1789,0,2
"1631",1,0,1,4,92500,1,59,1,"Champlin, Minnesota",1568,1569,1,7
"1632",1,NA,4,4,55000,1,39,1,"Champlin, Minnesota",1568,1569,NA,4
"1633",1,NA,4,4,112500,1,59,1,"Champlin, Minnesota",1568,1569,NA,4
"1634",1,1,5,4,27500,1,69,0,"Champlin, Minnesota",1568,1569,0,2
"1635",1,0,2,4,67500,1,79,1,"Burnsville, Minnesota",1617,1597,NA,4
"1636",1,0,3,4,112500,1,29,0,"Burnsville, Minnesota",1617,1597,0,3
"1637",1,0,2,4,92500,1,29,1,"Burnsville, Minnesota",1617,1597,1,6
"1638",1,1,5,5,32500,1,49,1,"Eden Prairie, Minnesota",1899,1572,NA,4
"1639",1,1,6,4,92500,1,59,1,"Minnetonka, Minnesota",1795,1858,1,6
"1640",0,0,2,2,112500,1,59,1,"Minnetonka, Minnesota",1795,1858,NA,4
"1641",1,0,3,6,67500,0,39,1,"Eden Prairie, Minnesota",1899,2101,1,5
"1642",1,0,3,4,2e+05,1,49,1,"Eden Prairie, Minnesota",1899,2101,1,5
"1643",1,0,1,4,2e+05,1,39,0,"Eden Prairie, Minnesota",1899,2101,0,3
"1644",0,NA,4,5,45000,1,69,1,"Minneapolis, Minnesota",1511,1750,NA,4
"1645",0,1,5,6,22500,0,49,1,"Minneapolis, Minnesota",1511,1750,0,1
"1646",0,NA,4,3,112500,1,79,1,"Minneapolis, Minnesota",1511,1627,1,5
"1647",0,0,3,4,11250,1,29,0,"Minneapolis, Minnesota",1511,1441,NA,4
"1648",0,0,1,4,112500,1,21,1,"Minneapolis, Minnesota",1511,1441,1,5
"1649",1,NA,4,6,137500,0,39,1,"Minneapolis, Minnesota",1511,1799,0,2
"1650",1,0,3,7,137500,1,59,1,"Minneapolis, Minnesota",1511,1496,0,3
"1651",1,0,3,2,55000,1,79,1,"Minneapolis, Minnesota",1511,1496,NA,4
"1652",1,0,3,7,17500,1,59,1,"Minneapolis, Minnesota",1511,1496,NA,4
"1653",1,0,3,4,13750,0,29,0,"Minneapolis, Minnesota",1511,1528,1,5
"1654",0,1,6,5,37500,1,49,1,"Minneapolis, Minnesota",1511,1528,1,7
"1655",1,1,6,6,92500,1,59,1,"Minneapolis, Minnesota",1511,1802,0,2
"1656",1,1,6,6,80000,1,29,1,"Bloomington, Minnesota",1577,1515,0,1
"1657",0,NA,4,6,27500,0,69,0,"Bloomington, Minnesota",1577,1515,NA,4
"1658",0,NA,4,6,22500,1,79,0,"Bloomington, Minnesota",1577,1515,NA,4
"1659",0,NA,4,3,27500,1,79,0,"Bloomington, Minnesota",1577,1515,1,5
"1660",1,0,3,3,32500,1,59,1,"Bloomington, Minnesota",1577,1599,1,5
"1661",1,1,5,2,67500,1,59,0,"Bloomington, Minnesota",1577,1599,NA,4
"1662",0,1,6,2,37500,1,79,1,"Coon Rapids, Minnesota",1414,1400,0,3
"1663",0,1,5,3,45000,1,29,1,"Coon Rapids, Minnesota",1414,1400,0,3
"1664",1,NA,4,4,137500,1,49,0,"Coon Rapids, Minnesota",1414,1400,NA,4
"1665",0,1,5,6,55000,1,29,0,"Edina, Minnesota",2100,1371,NA,4
"1666",1,0,1,2,27500,0,69,0,"Edina, Minnesota",2100,1371,0,1
"1667",1,1,6,6,162500,1,59,1,"Bloomington, Minnesota",1577,1682,1,6
"1668",1,0,2,6,162500,1,49,1,"Bloomington, Minnesota",1577,1682,0,2
"1669",0,1,5,7,37500,1,39,1,"Bloomington, Minnesota",1577,1682,0,2
"1670",1,1,5,4,112500,1,69,1,"Bloomington, Minnesota",1577,1682,0,3
"1671",1,0,3,2,112500,1,79,1,"Bloomington, Minnesota",1577,1724,NA,4
"1672",1,0,3,6,137500,1,69,1,"Bloomington, Minnesota",1577,1724,0,2
"1673",1,0,2,4,17500,1,69,0,"Plymouth, Minnesota",1810,1794,1,6
"1674",1,NA,4,2,112500,1,59,1,"Plymouth, Minnesota",1810,1794,NA,4
"1675",1,NA,4,4,80000,1,59,1,"Brooklyn Park, Minnesota",1493,1601,NA,4
"1676",1,NA,4,4,80000,1,49,0,"Brooklyn Park, Minnesota",1493,1601,0,3
"1677",1,0,2,2,67500,0,59,1,"Brooklyn Park, Minnesota",1493,1495,0,2
"1678",1,0,3,4,80000,0,59,0,"Brooklyn Park, Minnesota",1493,1495,1,6
"1679",1,0,1,1,2e+05,1,59,1,"Plymouth, Minnesota",1810,1956,NA,4
"1680",1,0,2,3,112500,1,79,0,"Plymouth, Minnesota",1810,1806,1,5
"1681",1,0,1,6,45000,1,69,1,"Coon Rapids, Minnesota",1414,1486,NA,4
"1682",1,NA,4,7,45000,1,29,1,"Coon Rapids, Minnesota",1414,1486,NA,4
"1683",1,0,2,7,22500,0,69,0,"Blaine, Minnesota",1529,1761,1,6
"1684",1,NA,NA,3,137500,1,69,1,"Blaine, Minnesota",1529,1761,0,2
"1685",1,0,2,6,162500,1,39,0,"Blaine, Minnesota",1529,1761,0,2
"1686",1,NA,NA,2,45000,1,59,1,"Duluth, Minnesota",1270,1121,0,1
"1687",0,1,7,1,112500,1,59,1,"Duluth, Minnesota",1270,1121,0,1
"1688",1,1,5,5,55000,1,69,1,"Duluth, Minnesota",1270,994,0,3
"1689",1,0,1,4,80000,1,59,1,"Duluth, Minnesota",1270,994,0,1
"1690",1,0,3,4,67500,0,59,0,"Duluth, Minnesota",1270,1537,0,2
"1691",0,1,6,1,22500,1,49,0,"Sioux Falls, South Dakota",1159,1129,NA,4
"1692",0,1,7,4,55000,0,49,0,"Sioux Falls, South Dakota",1159,1129,1,5
"1693",0,NA,4,4,3500,1,29,0,"Sioux Falls, South Dakota",1159,1129,NA,4
"1694",1,NA,4,4,162500,1,21,0,"Sioux Falls, South Dakota",1159,1129,0,2
"1695",1,1,5,2,80000,1,69,1,"Sioux Falls, South Dakota",1159,1129,0,2
"1696",0,1,7,4,45000,0,49,1,"Sioux Falls, South Dakota",1159,1084,0,1
"1697",0,0,1,4,13750,1,49,0,"Sioux Falls, South Dakota",1159,1084,0,2
"1698",0,1,5,7,22500,1,29,1,"Fargo, North Dakota",1342,1292,NA,4
"1699",1,NA,4,2,55000,1,79,1,"Fargo, North Dakota",1342,1292,NA,4
"1700",1,0,3,NA,92500,1,29,1,"Fargo, North Dakota",1342,1292,NA,4
"1701",1,1,7,4,112500,1,29,0,"Rolling Meadows, Illinois",1662,1650,0,1
"1702",1,0,3,7,55000,1,49,1,"Highland Park, Illinois",2954,2955,NA,4
"1703",1,NA,4,7,162500,1,21,0,"Highland Park, Illinois",2954,2955,NA,4
"1704",1,0,1,4,137500,1,69,0,"Highland Park, Illinois",2954,2955,0,2
"1705",0,1,6,6,37500,0,69,1,"North Chicago, Illinois",1251,1252,0,1
"1706",1,NA,4,4,162500,1,29,0,"Skokie, Illinois",1808,1889,NA,4
"1707",1,NA,NA,7,92500,1,69,1,"Skokie, Illinois",1808,1889,0,1
"1708",1,0,2,6,37500,1,79,0,"Skokie, Illinois",1808,1889,0,2
"1709",1,NA,NA,4,80000,1,79,1,"Skokie, Illinois",1808,1889,NA,4
"1710",1,0,2,6,80000,1,21,0,"Wheeling, Illinois",1594,1594,1,6
"1711",1,NA,4,4,80000,1,39,0,"Wheeling, Illinois",1594,1594,NA,4
"1712",1,NA,4,4,55000,1,69,1,"Wheeling, Illinois",1594,1594,0,3
"1713",1,1,5,4,55000,1,29,1,"Wheeling, Illinois",1594,1594,1,7
"1714",1,0,2,3,67500,1,59,0,"Berkeley, Illinois",1484,1485,NA,4
"1715",1,NA,4,2,67500,1,49,1,"Hoffman Estates, Illinois",1772,1664,NA,4
"1716",0,NA,4,6,67500,0,29,1,"Hoffman Estates, Illinois",1772,1664,NA,4
"1717",1,0,3,4,92500,1,69,1,"Hoffman Estates, Illinois",1772,1664,NA,4
"1718",1,0,2,6,67500,1,59,1,"Evanston, Illinois",1908,2035,1,6
"1719",1,0,1,4,112500,1,79,1,"Skokie, Illinois",1908,2191,0,1
"1720",1,0,3,3,67500,1,79,0,"Oak Park, Illinois",2026,2003,0,3
"1721",1,NA,4,4,45000,0,59,1,"Oak Park, Illinois",2026,2003,1,5
"1722",0,NA,4,4,32500,0,49,0,"Oak Park, Illinois",2026,2003,NA,4
"1723",0,1,7,6,11250,0,49,1,"Oak Park, Illinois",2026,2003,0,1
"1724",1,0,1,2,2e+05,1,39,1,"Oak Park, Illinois",2026,2096,1,6
"1725",0,NA,4,3,67500,0,69,0,"River Forest, Illinois",2639,2716,NA,4
"1726",1,NA,4,4,80000,0,49,0,"Dolton, Illinois",1306,1307,NA,4
"1727",0,NA,4,4,112500,1,29,0,"Chicago, Illinois",1688,2076,NA,4
"1728",1,0,1,3,137500,0,59,1,"Chicago, Illinois",1688,1955,1,7
"1729",1,0,1,4,112500,0,69,1,"Chicago, Illinois",1688,1955,1,7
"1730",1,1,6,4,92500,0,39,1,"Chicago, Illinois",1688,1955,0,3
"1731",1,1,5,6,112500,1,69,0,"Chicago, Illinois",1688,1955,0,2
"1732",0,0,1,1,37500,0,39,1,"Chicago, Illinois",1688,1996,1,7
"1733",1,NA,4,4,6250,0,21,0,"Chicago, Illinois",1688,1689,NA,4
"1734",1,NA,4,3,55000,1,69,1,"Chicago, Illinois",1688,1382,NA,4
"1735",1,0,1,5,22500,0,21,0,"Chicago, Illinois",1688,1382,0,1
"1736",1,NA,NA,6,112500,1,49,1,"Chicago, Illinois",1688,1971,NA,4
"1737",1,0,3,6,2e+05,0,49,1,"Chicago, Illinois",1688,1971,0,2
"1738",1,0,2,6,162500,0,39,0,"Chicago, Illinois",1688,1971,1,6
"1739",1,NA,4,2,67500,1,79,1,"Chicago, Illinois",1688,2112,0,3
"1740",1,0,1,5,112500,1,59,0,"Chicago, Illinois",1688,2112,1,7
"1741",0,NA,4,6,92500,0,49,1,"Chicago, Illinois",1688,2112,NA,4
"1742",1,0,3,2,67500,1,59,1,"Chicago, Illinois",1688,1649,NA,4
"1743",1,NA,4,4,162500,1,29,1,"Chicago, Illinois",1688,1764,0,2
"1744",1,NA,4,6,55000,1,49,1,"Chicago, Illinois",1688,1764,NA,4
"1745",0,1,6,6,112500,1,29,1,"Chicago, Illinois",1688,1764,0,3
"1746",0,0,2,4,6250,0,59,0,"Chicago, Illinois",1688,1764,0,2
"1747",1,NA,NA,4,112500,1,39,1,"Chicago, Illinois",1688,2252,0,2
"1748",0,NA,4,6,55000,1,29,0,"Chicago, Illinois",1688,2252,NA,4
"1749",1,NA,4,5,162500,1,49,0,"Chicago, Illinois",1688,2252,1,6
"1750",0,1,6,6,37500,0,39,1,"Chicago, Illinois",1688,1478,0,1
"1751",0,1,5,6,45000,0,49,1,"Chicago, Illinois",1688,1478,1,7
"1752",1,1,5,6,80000,0,69,0,"Chicago, Illinois",1688,1811,0,2
"1753",1,NA,4,6,112500,1,69,1,"Chicago, Illinois",1688,1811,NA,4
"1754",0,1,5,5,92500,0,69,1,"Chicago, Illinois",1688,1811,0,3
"1755",0,NA,4,4,17500,0,69,0,"Chicago, Illinois",1688,1318,NA,4
"1756",1,NA,4,6,162500,0,69,0,"Chicago, Illinois",1688,1318,0,3
"1757",0,NA,4,6,NA,0,79,1,"Chicago, Illinois",1688,1318,NA,4
"1758",0,0,2,4,32500,1,59,1,"Chicago, Illinois",1688,1869,NA,4
"1759",1,NA,4,3,55000,0,49,1,"Chicago, Illinois",1688,1869,1,6
"1760",1,NA,4,4,2e+05,0,39,1,"Chicago, Illinois",1688,1869,0,3
"1761",1,NA,NA,4,92500,1,59,1,"Chicago, Illinois",1688,1869,NA,4
"1762",1,0,1,4,2e+05,1,29,1,"Chicago, Illinois",1688,1869,0,2
"1763",0,0,1,6,67500,0,69,1,"Chicago, Illinois",1688,1341,1,6
"1764",0,1,6,4,32500,0,59,1,"Chicago, Illinois",1688,1341,1,5
"1765",0,NA,4,4,3500,0,39,1,"Chicago, Illinois",1688,1341,NA,4
"1766",1,NA,4,4,92500,0,49,1,"Chicago, Illinois",1688,1343,NA,4
"1767",0,NA,4,4,3500,0,29,0,"Chicago, Illinois",1688,1289,NA,4
"1768",0,1,5,4,2e+05,1,29,1,"Chicago, Illinois",1688,2129,1,5
"1769",1,NA,4,5,92500,0,39,0,"Chicago, Illinois",1688,1662,NA,4
"1770",1,0,2,6,45000,1,39,0,"Chicago, Illinois",1688,1528,1,5
"1771",0,NA,4,7,22500,0,29,1,"Chicago, Illinois",1688,1312,NA,4
"1772",1,1,5,6,32500,0,69,0,"Chicago, Illinois",1688,1312,1,5
"1773",1,1,6,2,45000,0,69,0,"Chicago, Illinois",1688,1312,1,6
"1774",0,NA,4,5,45000,0,69,1,"Chicago, Illinois",1688,1312,NA,4
"1775",1,NA,4,3,11250,0,59,0,"Chicago, Illinois",1688,1429,1,7
"1776",1,0,3,4,112500,0,39,1,"Chicago, Illinois",1688,1429,0,2
"1777",1,1,5,4,37500,0,69,0,"Chicago, Illinois",1688,1429,1,5
"1778",0,0,1,4,3500,0,29,0,"Chicago, Illinois",1688,1429,NA,4
"1779",1,1,5,4,55000,0,69,0,"Chicago, Illinois",1688,1429,1,5
"1780",1,NA,4,5,112500,1,69,1,"Chicago, Illinois",1688,1827,NA,4
"1781",0,1,5,2,32500,0,59,0,"Chicago, Illinois",1688,1827,0,3
"1782",1,0,2,6,55000,1,69,1,"Chicago, Illinois",1688,1827,0,2
"1783",1,0,3,4,45000,1,69,0,"Chicago, Illinois",1688,1827,NA,4
"1784",1,NA,4,4,80000,1,49,1,"Chicago, Illinois",1688,1766,NA,4
"1785",1,NA,4,4,27500,1,69,0,"Chicago, Illinois",1688,1766,0,3
"1786",1,NA,4,2,80000,0,29,0,"Chicago, Illinois",1688,1766,0,3
"1787",1,NA,4,6,112500,0,39,1,"Chicago, Illinois",1688,1766,1,6
"1788",1,0,3,4,112500,1,59,0,"Chicago, Illinois",1688,1357,NA,NA
"1789",0,NA,4,2,55000,0,59,0,"Chicago, Illinois",1688,1357,1,6
"1790",1,NA,4,2,45000,0,59,0,"Chicago, Illinois",1688,1621,NA,4
"1791",1,1,5,6,112500,1,59,1,"Chicago, Illinois",1688,1656,0,2
"1792",0,1,7,7,80000,1,29,1,"Chicago, Illinois",1688,1656,0,1
"1793",1,1,5,6,137500,1,49,1,"Chicago, Illinois",1688,1656,0,3
"1794",1,0,3,2,22500,0,49,0,"Chicago, Illinois",1688,1761,NA,4
"1795",0,0,2,5,80000,1,39,1,"Chicago, Illinois",1688,1761,0,2
"1796",0,NA,4,4,92500,1,69,1,"Chicago, Illinois",1688,1761,0,2
"1797",0,0,3,6,67500,1,29,0,"Chicago, Illinois",1688,2220,NA,4
"1798",0,0,1,2,67500,0,69,0,"Chicago, Illinois",1688,1566,0,1
"1799",1,1,5,5,80000,1,29,1,"Chicago, Illinois",1688,1794,NA,4
"1800",1,0,3,3,112500,1,29,1,"Chicago, Illinois",1688,1794,1,5
"1801",1,0,2,6,112500,1,59,0,"Chicago, Illinois",1688,1794,0,3
"1802",0,1,7,6,11250,0,59,1,"Chicago, Illinois",1688,1794,0,1
"1803",1,NA,4,3,92500,0,39,0,"Chicago, Illinois",1688,1794,1,5
"1804",1,0,1,5,92500,1,69,1,"Chicago, Illinois",1688,1794,1,7
"1805",0,0,3,6,45000,0,69,1,"Chicago, Illinois",1688,1287,0,3
"1806",0,NA,4,6,11250,0,69,0,"Chicago, Illinois",1688,1972,0,1
"1807",0,1,5,3,55000,1,29,1,"Chicago, Illinois",1688,1972,NA,4
"1808",1,0,3,5,2e+05,1,59,1,"Chicago, Illinois",1688,1972,NA,4
"1809",0,1,7,4,6250,0,49,0,"Chicago, Illinois",1688,1972,1,7
"1810",1,0,2,5,92500,1,69,1,"Chicago, Illinois",1688,1972,0,3
"1811",1,1,7,6,45000,1,69,0,"Chicago, Illinois",1688,1972,1,7
"1812",1,NA,4,6,162500,1,59,0,"Chicago, Illinois",1688,1675,NA,4
"1813",1,0,3,6,45000,0,39,1,"Chicago, Illinois",1688,1675,1,5
"1814",0,0,2,5,22500,1,39,0,"Chicago, Illinois",1688,1618,1,5
"1815",1,1,5,6,92500,1,59,1,"Chicago, Illinois",1688,1618,0,2
"1816",1,0,2,4,80000,1,59,1,"Chicago, Illinois",1688,1618,1,5
"1817",0,NA,4,7,22500,1,21,0,"Chicago, Illinois",1688,1618,NA,4
"1818",0,NA,4,6,67500,1,49,0,"Chicago, Illinois",1688,1618,0,3
"1819",0,0,2,4,112500,0,29,0,"Chicago, Illinois",1688,2064,0,3
"1820",1,NA,4,3,67500,1,39,0,"Lincolnwood, Illinois",2106,2105,NA,4
"1821",1,0,2,2,55000,1,69,1,"Rockford, Illinois",NA,NA,1,5
