"","own","supply_dummy","city_supply","ideology","income","whitenh","age","male","name","zri_city","zri","ban_dummy","neighborhood_ban"
"315",0,NA,4,4,37500,1,21,0,"Farmington, New Hampshire",1490,1493,NA,4
"316",1,NA,4,6,67500,1,49,0,"Hampton, New Hampshire",1867,1858,0,3
"317",1,0,1,1,17500,1,79,0,"Newfields, New Hampshire",2180,2165,0,1
"318",1,0,2,6,92500,1,21,0,"Lee, New Hampshire",1936,1924,0,3
"319",1,NA,NA,7,67500,0,59,1,"Lee, New Hampshire",1936,1924,0,3
"320",1,1,7,7,80000,0,39,0,"Rochester, New Hampshire",1415,1417,NA,4
"321",1,0,1,4,137500,1,39,1,"York, Maine",1640,1745,0,2
"322",1,NA,4,2,92500,1,79,1,"Brunswick, Maine",1708,1714,0,3
"323",1,NA,NA,2,11250,1,69,1,"Lebanon, Maine",NA,NA,1,7
"324",0,0,3,4,11250,1,21,0,"Freeport, Maine",1930,1931,1,5
"325",1,0,2,4,22500,1,69,0,"Gorham, Maine",1739,1734,1,6
"326",1,0,2,3,32500,1,59,1,"Gray, Maine",1607,1609,1,6
"327",0,NA,4,2,27500,1,49,0,"Parsonsfield, Maine",NA,NA,NA,4
"328",0,NA,4,4,22500,1,49,0,"Naples, Maine",1670,1686,NA,4
"329",1,0,1,2,55000,1,59,0,"Pownal, Maine",NA,NA,0,3
"330",1,1,5,6,92500,1,69,1,"Scarborough, Maine",NA,NA,0,2
"331",1,NA,4,5,67500,0,69,0,"Standish, Maine",1683,1683,NA,4
"332",1,0,3,4,2e+05,1,59,1,"Yarmouth, Maine",NA,NA,0,2
"333",1,1,7,7,2e+05,1,69,1,"Portland, Maine",1815,1915,0,1
"334",0,1,5,4,32500,1,29,0,"Portland, Maine",1815,1915,NA,4
"335",0,1,7,6,NA,0,59,0,"Portland, Maine",1815,1812,1,6
"336",0,NA,4,6,3500,1,49,0,"Portland, Maine",1815,1812,NA,4
"337",1,0,3,6,112500,1,29,0,"Falmouth, Maine",2382,2383,0,3
"338",1,0,3,5,45000,1,79,1,"Auburn, Maine",NA,NA,NA,4
"339",1,0,1,2,162500,1,69,1,"Greene, Maine",NA,NA,NA,4
"340",1,NA,4,6,17500,1,69,0,"Lewiston, Maine",NA,NA,1,6
"341",0,NA,4,6,17500,0,21,0,"Rumford, Maine",NA,NA,NA,4
"342",1,0,2,6,32500,1,69,1,"Whitefield, Maine",NA,NA,1,5
"343",0,NA,4,4,11250,1,29,0,"Richmond, Maine",1113,1111,0,2
"344",0,NA,4,6,45000,1,29,0,"Brewer, Maine",1337,1336,1,5
"345",1,1,6,2,45000,1,49,1,"Carmel, Maine",NA,NA,0,1
"346",1,0,2,4,45000,1,69,0,"Exeter, Maine",NA,NA,NA,4
"347",1,0,1,4,37500,1,79,0,"Northwest Piscataquis UT, Maine",NA,NA,0,1
"348",1,NA,4,6,55000,1,39,1,"Orrington, Maine",NA,NA,NA,4
"349",1,NA,4,4,80000,1,49,0,"Phippsburg, Maine",1720,1713,0,2
"350",1,1,6,1,27500,1,59,0,"Surry, Maine",NA,NA,0,1
"351",1,0,3,7,67500,1,59,0,"Clinton, Maine",NA,NA,1,7
"352",1,0,3,4,13750,1,39,0,"Garland, Maine",NA,NA,NA,4
"353",1,NA,4,4,17500,1,69,0,"Liberty, Maine",1144,1146,0,2
"354",1,NA,4,4,17500,1,69,0,"St. Albans, Maine",987,986,NA,4
"355",1,1,6,4,22500,1,21,0,"Vassalboro, Maine",979,971,0,2
"356",1,NA,4,6,112500,1,69,1,"Vassalboro, Maine",979,971,0,2
"357",1,NA,4,2,37500,1,29,1,"South Burlington, Vermont",1917,1913,NA,4
"358",1,0,1,4,137500,1,59,1,"Bloomfield, Connecticut",1643,1644,1,7
"359",1,1,5,6,80000,0,39,0,"Bloomfield, Connecticut",1643,1644,0,3
"360",1,0,1,3,112500,1,59,1,"Bristol, Connecticut",1505,1505,0,2
"361",1,0,3,2,NA,1,59,1,"Bristol, Connecticut",1505,1505,0,3
"362",1,NA,4,6,37500,1,29,0,"Bristol, Connecticut",1505,1505,1,7
"363",1,0,2,3,162500,0,49,0,"Bristol, Connecticut",1505,1505,0,3
"364",0,0,2,6,17500,1,39,1,"Bristol, Connecticut",1505,1505,NA,4
"365",1,1,7,5,92500,1,21,1,"Canton, Connecticut",1970,1978,0,2
"366",1,NA,NA,5,112500,1,29,1,"East Granby, Connecticut",1852,1847,0,1
"367",0,0,1,4,45000,1,49,0,"East Granby, Connecticut",1852,1847,0,3
"368",1,0,2,5,55000,1,59,0,"Hartland, Connecticut",1796,1761,0,3
"369",1,0,1,2,2e+05,1,69,0,"Farmington, Connecticut",1991,1986,0,1
"370",1,0,1,3,2e+05,1,59,1,"Glastonbury, Connecticut",2075,2048,0,3
"371",0,0,1,3,45000,1,59,1,"Glastonbury, Connecticut",2075,2048,0,3
"372",1,NA,4,4,162500,1,69,1,"Glastonbury, Connecticut",2075,2048,NA,4
"373",1,NA,4,4,2e+05,1,29,0,"Glastonbury, Connecticut",2075,2048,0,3
"374",1,NA,4,2,45000,1,79,0,"Berlin, Connecticut",1897,1903,NA,4
"375",1,0,3,6,2e+05,1,59,0,"Salisbury, Connecticut",2735,2743,NA,4
"376",1,0,3,4,2e+05,1,49,1,"Manchester, Connecticut",1511,1508,1,6
"377",1,NA,4,4,37500,1,69,0,"New Britain, Connecticut",1344,1182,1,5
"378",1,NA,4,3,67500,1,79,1,"New Hartford, Connecticut",1590,1588,1,6
"379",1,0,1,1,112500,1,39,1,"Rocky Hill, Connecticut",1688,1689,1,5
"380",1,1,5,6,92500,1,59,1,"Rocky Hill, Connecticut",1688,1689,0,2
"381",1,0,3,6,137500,1,21,1,"Rocky Hill, Connecticut",1688,1689,0,2
"382",1,1,6,5,112500,1,59,0,"Simsbury, Connecticut",2096,2082,0,2
"383",1,NA,NA,2,92500,1,39,1,"Simsbury, Connecticut",2096,2082,0,2
"384",1,0,2,5,2e+05,1,59,1,"Simsbury, Connecticut",2096,2082,1,6
"385",1,0,3,6,80000,0,69,0,"Simsbury, Connecticut",2096,2082,NA,4
"386",1,0,3,1,137500,1,49,1,"Simsbury, Connecticut",2096,2082,0,2
"387",1,1,6,4,80000,1,59,0,"South Windsor, Connecticut",1752,1751,1,5
"388",1,NA,4,4,137500,0,39,0,"South Windsor, Connecticut",1752,1751,NA,4
"389",1,0,3,5,137500,1,59,1,"Suffield, Connecticut",1892,1863,0,3
"390",1,0,2,2,37500,0,69,1,"Enfield, Connecticut",1523,1522,1,6
"391",1,0,2,4,92500,1,69,1,"Enfield, Connecticut",1523,1522,1,6
"392",1,1,6,1,27500,1,69,0,"Enfield, Connecticut",1523,1522,0,2
"393",1,NA,4,4,80000,1,69,1,"Enfield, Connecticut",1523,1522,NA,4
"394",1,1,6,2,112500,1,59,1,"Windsor Locks, Connecticut",1498,1498,0,2
"395",0,NA,4,6,112500,0,29,0,"Windsor Locks, Connecticut",1498,1498,NA,4
"396",1,0,2,2,137500,1,59,1,"Wethersfield, Connecticut",1801,1802,0,3
"397",1,0,1,4,32500,1,49,1,"Newington, Connecticut",1657,1656,1,7
"398",0,NA,4,4,17500,0,59,1,"Hartford, Connecticut",1188,1171,1,6
"399",1,0,1,3,2e+05,1,69,1,"West Hartford, Connecticut",2044,1702,NA,4
"400",1,0,1,2,162500,1,79,1,"West Hartford, Connecticut",2044,1702,1,6
"401",1,0,3,2,92500,1,59,0,"Coventry, Connecticut",1673,1697,1,5
"402",1,0,2,2,67500,1,79,1,"Lebanon, Connecticut",1520,1520,1,7
"403",1,NA,4,7,137500,0,39,1,"Thompson, Connecticut",NA,1312,NA,4
"404",1,0,2,2,55000,1,39,1,"Ledyard, Connecticut",1534,1594,1,5
"405",1,NA,4,6,92500,0,21,1,"Norwich, Connecticut",1287,1292,1,5
"406",1,NA,4,2,45000,1,69,1,"Norwich, Connecticut",1287,1292,1,7
"407",1,NA,4,4,67500,1,49,1,"Norwich, Connecticut",1287,1292,0,2
"408",1,NA,4,4,45000,1,69,1,"Stonington, Connecticut",1878,1857,0,3
"409",1,0,1,4,22500,1,49,0,"Stonington, Connecticut",1574,1577,1,7
"410",1,NA,4,5,13750,1,59,0,"Ansonia, Connecticut",1488,1484,NA,4
"411",0,NA,4,4,3500,1,29,0,"Ansonia, Connecticut",1488,1484,NA,4
"412",1,0,2,6,32500,1,79,0,"Branford, Connecticut",1745,1743,NA,4
"413",1,0,2,3,80000,1,59,1,"Clinton, Connecticut",1594,1595,NA,4
"414",1,0,3,4,37500,1,79,1,"Cromwell, Connecticut",1531,1530,1,5
"415",0,0,2,3,3500,1,79,0,"Cromwell, Connecticut",1531,1530,0,1
"416",1,0,2,5,137500,1,49,0,"East Haddam, Connecticut",1559,1594,NA,4
"417",1,0,1,4,137500,1,49,1,"Guilford, Connecticut",2047,2055,1,7
"418",1,0,3,3,162500,1,69,1,"Guilford, Connecticut",2047,2055,0,3
"419",1,0,1,6,67500,1,69,1,"Haddam, Connecticut",1791,1790,0,3
"420",1,0,2,4,55000,1,21,1,"Madison, Connecticut",2457,2459,0,3
"421",1,0,1,3,2e+05,1,79,1,"Madison, Connecticut",2457,2459,0,2
"422",1,0,3,4,2e+05,1,69,1,"Marlborough, Connecticut",1829,1858,0,2
"423",1,0,3,2,137500,1,49,0,"Marlborough, Connecticut",1829,1858,1,5
"424",1,0,2,6,67500,1,69,1,"Meriden, Connecticut",1390,1392,1,6
"425",1,NA,4,6,162500,1,59,0,"Meriden, Connecticut",1390,1392,NA,4
"426",1,0,2,4,92500,1,49,0,"Middletown, Connecticut",1456,1462,1,7
"427",1,0,1,5,137500,1,39,0,"Middletown, Connecticut",1456,1462,0,3
"428",1,0,2,5,112500,1,29,1,"Milford, Connecticut",1849,1823,1,6
"429",1,0,1,4,92500,1,59,1,"Milford, Connecticut",1849,1823,0,2
"430",1,NA,4,4,32500,1,79,1,"Milford, Connecticut",1849,1823,NA,4
"431",1,0,1,4,92500,1,49,0,"Milford, Connecticut",1849,1823,1,7
"432",1,0,1,2,67500,1,69,1,"Milford, Connecticut",1849,1923,1,7
"433",1,NA,4,3,92500,1,69,0,"Milford, Connecticut",1849,1923,0,3
"434",1,0,3,3,2e+05,1,49,1,"Newtown, Connecticut",2355,2353,NA,4
"435",1,0,3,4,22500,1,39,1,"Newtown, Connecticut",2355,2353,0,3
"436",1,NA,NA,2,112500,1,79,1,"Newtown, Connecticut",2355,2353,1,5
"437",1,1,6,6,112500,1,59,1,"North Branford, Connecticut",1768,1932,0,1
"438",0,1,6,6,32500,1,39,1,"Old Saybrook, Connecticut",1727,1728,0,2
"439",0,NA,4,5,2e+05,0,39,0,"Orange, Connecticut",2196,2200,1,6
"440",1,0,3,2,2e+05,1,59,1,"Oxford, Connecticut",2045,2046,1,5
"441",1,NA,4,3,55000,1,49,0,"Seymour, Connecticut",1705,1636,1,5
"442",1,0,1,2,37500,1,69,1,"Shelton, Connecticut",2095,2088,1,6
"443",1,0,3,4,37500,1,79,0,"Shelton, Connecticut",2095,2088,NA,NA
"444",1,0,2,3,55000,1,69,0,"Southbury, Connecticut",1668,1639,NA,4
"445",1,0,3,2,55000,1,79,1,"Southbury, Connecticut",1668,1639,0,2
"446",0,0,1,4,92500,1,29,0,"Southbury, Connecticut",1668,1639,1,7
"447",1,1,5,4,67500,0,69,1,"Southington, Connecticut",1755,1754,0,3
"448",1,0,2,2,92500,0,39,1,"Hamden, Connecticut",1718,1889,1,6
"449",1,NA,4,6,22500,1,79,1,"Bridgeport, Connecticut",1643,1574,NA,4
"450",1,1,5,4,11250,0,59,1,"Bridgeport, Connecticut",1643,1685,NA,4
"451",0,1,6,6,92500,1,29,1,"Bridgeport, Connecticut",1643,1685,NA,4
"452",1,1,5,5,55000,0,29,0,"Bridgeport, Connecticut",1643,1834,NA,4
"453",0,1,6,1,3500,0,49,0,"Bridgeport, Connecticut",1643,1497,0,3
"454",1,NA,4,3,67500,1,29,1,"Bridgeport, Connecticut",1643,1497,0,3
"455",1,0,1,4,112500,1,79,0,"Easton, Connecticut",3203,3214,0,3
"456",1,NA,4,2,92500,1,69,0,"Stratford, Connecticut",1921,1953,NA,4
"457",1,0,2,2,80000,1,69,0,"Stratford, Connecticut",1921,1953,0,2
"458",1,1,5,4,2e+05,1,59,1,"Stratford, Connecticut",1921,1953,0,2
"459",1,0,1,2,11250,1,79,0,"Stratford, Connecticut",1921,1953,0,1
"460",1,0,2,2,22500,1,69,1,"Stratford, Connecticut",1921,1953,0,1
"461",1,NA,4,2,45000,1,59,1,"Bethlehem, Connecticut",1694,1696,NA,4
"462",1,0,1,4,55000,1,59,0,"Middlebury, Connecticut",1971,1975,1,7
"463",0,NA,4,4,67500,0,49,1,"Plymouth, Connecticut",1346,1322,NA,4
"464",1,NA,4,6,112500,1,69,1,"Danbury, Connecticut",1949,2051,1,6
"465",1,0,3,6,22500,1,69,1,"Danbury, Connecticut",1949,2051,1,5
"466",1,0,3,4,55000,1,69,1,"Danbury, Connecticut",1949,2051,0,2
"467",0,1,5,6,55000,1,39,1,"Danbury, Connecticut",1949,2051,1,5
"468",1,0,1,3,37500,1,69,1,"Danbury, Connecticut",1949,2051,1,6
"469",1,1,6,4,45000,0,21,1,"New Fairfield, Connecticut",2245,2242,0,2
"470",1,1,5,6,2e+05,1,69,1,"New Fairfield, Connecticut",2245,2242,1,5
"471",1,NA,4,4,55000,1,49,0,"Fairfield, Connecticut",2794,3220,0,2
"472",0,1,5,4,45000,1,49,1,"Fairfield, Connecticut",2794,2555,0,3
"473",1,0,1,3,2e+05,1,59,0,"New Canaan, Connecticut",6297,6337,0,3
"474",1,0,3,6,67500,1,39,1,"Norwalk, Connecticut",2436,2422,NA,4
"475",1,NA,4,4,2e+05,0,59,1,"Norwalk, Connecticut",2436,4903,0,3
"476",1,NA,4,2,32500,0,29,0,"Norwalk, Connecticut",2436,2207,1,6
"477",1,0,3,6,2e+05,1,59,1,"Greenwich, Connecticut",5462,6722,0,2
"478",1,0,1,2,2e+05,1,69,0,"Weston, Connecticut",4273,4287,0,3
"479",0,0,2,5,112500,1,59,0,"Weston, Connecticut",4273,4287,0,2
"480",1,0,2,5,2e+05,1,69,1,"Stamford, Connecticut",2590,3823,1,5
"481",1,NA,4,3,80000,1,59,1,"Stamford, Connecticut",2590,2897,1,5
"482",0,NA,4,3,37500,0,39,0,"Carteret, New Jersey",1934,1934,NA,4
"483",0,1,5,6,6250,0,69,0,"Carteret, New Jersey",1934,1934,1,6
"484",1,NA,NA,7,137500,1,59,0,"Cliffside Park, New Jersey",2421,2424,0,1
"485",0,NA,4,4,67500,0,49,1,"Clifton, New Jersey",1788,1898,1,5
"486",1,NA,4,4,112500,0,39,0,"Clifton, New Jersey",1788,1904,NA,4
"487",0,0,3,4,67500,0,39,0,"East Orange, New Jersey",1434,1421,0,3
"488",1,1,5,2,162500,1,79,1,"Fanwood, New Jersey",2500,2504,0,3
"489",1,0,3,2,92500,0,49,0,"Fanwood, New Jersey",2500,2504,NA,4
"490",1,NA,4,4,80000,1,49,1,"Garwood, New Jersey",2130,2129,NA,4
"491",1,0,1,2,137500,0,49,0,"Hoboken, New Jersey",2934,2934,1,7
"492",1,0,1,6,2e+05,1,79,1,"Hoboken, New Jersey",2934,2934,1,7
"493",1,0,2,3,162500,1,69,1,"Kearny, New Jersey",2186,2186,0,3
"494",1,NA,4,5,92500,1,79,0,"Rahway, New Jersey",1829,1829,NA,4
"495",1,NA,4,3,137500,0,49,1,"Rahway, New Jersey",1829,1829,1,5
"496",1,0,1,6,112500,1,49,0,"Roseland, New Jersey",2778,2778,1,7
"497",1,0,2,6,162500,0,39,0,"Rutherford, New Jersey",2341,2341,0,2
"498",1,NA,4,3,2e+05,0,29,0,"Carlstadt, New Jersey",2264,2264,NA,4
"499",1,0,2,4,92500,0,59,1,"South Plainfield, New Jersey",2089,2090,NA,4
"500",1,1,6,1,17500,0,49,1,"Newark, New Jersey",1458,1426,1,6
"501",0,1,6,5,67500,0,49,1,"Newark, New Jersey",1458,1515,0,2
"502",1,NA,4,2,32500,0,59,0,"Newark, New Jersey",1458,1455,NA,4
"503",0,NA,4,4,92500,0,39,0,"Newark, New Jersey",1458,1480,1,5
"504",0,NA,4,4,37500,0,49,0,"Elizabeth, New Jersey",1688,1687,NA,4
"505",1,0,3,6,112500,0,49,0,"Roselle, New Jersey",1806,1805,1,6
"506",1,NA,4,4,3500,1,59,0,"Roselle, New Jersey",1806,1805,NA,4
"507",1,1,6,4,45000,0,49,1,"Jersey City, New Jersey",2170,2776,1,7
"508",0,NA,4,4,162500,0,39,1,"Jersey City, New Jersey",2170,1977,NA,4
"509",0,NA,4,5,2e+05,0,49,0,"Jersey City, New Jersey",2170,1977,NA,4
"510",0,NA,4,7,112500,1,69,1,"Jersey City, New Jersey",2170,1977,0,3
"511",0,1,5,7,55000,0,49,1,"Jersey City, New Jersey",2170,2049,1,5
"512",0,NA,4,2,45000,0,39,1,"Jersey City, New Jersey",2170,2049,NA,4
"513",0,0,2,3,55000,1,39,0,"Jersey City, New Jersey",2170,2215,NA,4
"514",0,NA,4,5,37500,1,69,0,"Elmwood Park, New Jersey",2339,2340,NA,4
"515",0,1,7,6,45000,1,59,1,"Fair Lawn, New Jersey",2442,2443,0,1
"516",1,NA,4,5,137500,0,29,1,"Oakland, New Jersey",2485,2485,NA,4
"517",1,1,6,3,2e+05,1,59,1,"Ringwood, New Jersey",1979,1981,0,2
"518",0,NA,4,4,6250,0,29,1,"Paterson, New Jersey",1542,1548,1,5
"519",0,NA,4,2,17500,0,69,0,"Paterson, New Jersey",1542,1548,0,2
"520",1,0,1,4,3500,0,39,0,"Maywood, New Jersey",2446,2447,1,7
"521",1,NA,NA,4,137500,0,69,1,"Alpine, New Jersey",NA,12935,0,3
"522",0,NA,4,4,55000,1,39,0,"Closter, New Jersey",3141,3147,0,2
"523",0,0,3,2,67500,1,39,1,"Dumont, New Jersey",2436,2437,NA,4
"524",1,NA,4,7,112500,1,59,1,"Haworth, New Jersey",3392,3397,NA,4
"525",1,0,2,2,112500,1,69,1,"Haworth, New Jersey",3392,3397,0,2
"526",1,0,1,5,92500,0,49,0,"Hillsdale, New Jersey",2787,2794,1,7
"527",1,0,2,2,67500,1,49,0,"Little Ferry, New Jersey",2329,2330,0,2
"528",1,1,5,5,67500,0,59,1,"Lodi, New Jersey",2336,2337,1,5
"529",0,0,2,3,27500,0,21,1,"Lodi, New Jersey",2336,2337,0,3
"530",1,0,2,4,45000,1,69,1,"Paramus, New Jersey",2927,2930,0,2
"531",0,0,3,5,13750,1,59,1,"Bradley Beach, New Jersey",2156,2155,NA,4
"532",1,0,3,4,55000,1,59,1,"West Long Branch, New Jersey",2342,2345,NA,4
"533",1,NA,4,1,80000,1,59,1,"Hopatcong, New Jersey",1747,1744,NA,4
"534",1,NA,4,4,137500,1,69,1,"Hopatcong, New Jersey",1747,1744,0,2
"535",1,NA,4,2,22500,1,39,1,"Hopatcong, New Jersey",1747,1744,NA,4
"536",1,NA,4,5,2e+05,1,69,0,"Bernardsville, New Jersey",3373,3366,0,2
"537",1,NA,4,4,92500,1,59,1,"Gibbsboro, New Jersey",1673,1671,NA,4
"538",1,NA,NA,4,3500,1,39,0,"Runnemede, New Jersey",1479,1478,NA,4
"539",1,0,2,4,45000,1,59,0,"Runnemede, New Jersey",1479,1478,NA,4
"540",1,NA,4,2,80000,1,79,1,"Ocean City, New Jersey",NA,NA,0,2
"541",1,0,3,4,45000,1,29,0,"Estell Manor, New Jersey",1496,1482,NA,4
"542",1,1,5,2,112500,1,59,0,"Buena, New Jersey",NA,NA,0,3
"543",1,NA,NA,5,32500,1,69,0,"Buena, New Jersey",NA,NA,1,6
"544",0,NA,4,4,27500,0,69,0,"Atlantic City, New Jersey",1324,1324,NA,4
"545",1,0,3,5,32500,0,79,0,"Atlantic City, New Jersey",1324,1324,0,3
"546",1,1,5,6,92500,1,49,1,"Raritan, New Jersey",2115,2115,NA,4
"547",0,1,5,4,67500,0,49,0,"Sayreville, New Jersey",2063,2057,NA,4
"548",1,0,1,4,112500,1,59,0,"Spotswood, New Jersey",2072,2068,1,6
"549",1,NA,4,4,45000,1,29,0,"Highland Park, New Jersey",2145,2146,0,2
"550",1,0,3,5,11250,1,69,0,"Highland Park, New Jersey",2145,2146,0,3
"551",0,1,7,6,27500,0,69,1,"New York, New York",2347,4089,1,7
"552",0,NA,4,5,32500,0,39,0,"New York, New York",2347,3859,NA,4
"553",0,1,7,2,67500,0,39,1,"New York, New York",2347,3859,1,7
"554",0,NA,4,6,NA,0,21,1,"New York, New York",2347,3859,1,5
"555",1,0,3,3,37500,0,49,1,"New York, New York",2347,3859,NA,4
"556",1,0,3,5,27500,0,49,0,"New York, New York",2347,3859,1,5
"557",1,1,5,6,2e+05,1,79,1,"New York, New York",2347,4304,1,5
"558",0,1,5,5,92500,0,29,1,"New York, New York",2347,3556,0,2
"559",1,0,2,3,2e+05,1,69,1,"New York, New York",NA,NA,0,2
"560",0,NA,4,5,112500,0,69,1,"New York, New York",2347,3936,0,2
"561",0,0,3,6,67500,0,79,0,"New York, New York",2347,3936,0,3
"562",0,1,6,6,55000,1,69,1,"New York, New York",2347,3936,0,3
"563",1,NA,NA,6,2e+05,1,49,0,"New York, New York",2347,3993,NA,4
"564",0,0,3,2,80000,1,69,1,"New York, New York",2347,3993,0,3
"565",0,NA,4,6,55000,1,29,1,"New York, New York",2347,3993,0,2
"566",0,1,6,4,NA,0,49,1,"New York, New York",2347,4691,0,3
"567",0,NA,4,6,92500,1,69,1,"New York, New York",2347,4691,1,6
"568",0,1,5,6,112500,1,39,1,"New York, New York",2347,4691,0,2
"569",0,0,2,4,32500,1,69,0,"New York, New York",NA,NA,1,6
"570",0,NA,4,3,17500,1,39,1,"New York, New York",NA,NA,0,3
"571",1,0,2,6,112500,0,39,0,"New York, New York",NA,NA,0,2
"572",1,1,5,7,2e+05,1,59,1,"New York, New York",2347,4716,NA,4
"573",0,0,3,5,112500,0,21,0,"New York, New York",2347,4716,1,5
"574",1,NA,4,6,137500,1,49,1,"New York, New York",2347,4716,1,6
"575",0,1,7,6,11250,1,59,1,"New York, New York",2347,3806,0,3
"576",1,0,1,4,2e+05,0,49,1,"New York, New York",2347,3806,1,7
"577",0,1,5,1,112500,1,49,0,"New York, New York",2347,3664,1,5
"578",0,1,5,6,162500,1,69,1,"New York, New York",NA,NA,0,3
"579",1,NA,4,4,112500,0,39,0,"New York, New York",2347,3987,NA,4
"580",1,0,2,6,2e+05,1,59,0,"New York, New York",2347,3835,0,1
"581",0,NA,4,4,27500,1,69,1,"New York, New York",2347,4073,0,2
"582",1,NA,4,2,162500,0,59,0,"New York, New York",2347,4073,0,3
"583",0,1,5,6,27500,1,69,0,"New York, New York",2347,4073,0,3
"584",0,NA,4,6,2e+05,1,79,1,"New York, New York",2347,4080,NA,4
"585",0,NA,4,6,67500,1,49,1,"New York, New York",2347,4410,NA,4
"586",0,NA,4,6,NA,0,59,1,"New York, New York",2347,4410,0,2
"587",0,NA,4,5,2e+05,1,29,0,"New York, New York",2347,4410,0,2
"588",0,0,3,5,92500,0,69,0,"New York, New York",2347,3677,0,3
"589",0,1,5,6,17500,0,69,1,"New York, New York",2347,3677,NA,4
"590",1,1,5,5,112500,0,49,0,"New York, New York",2347,3677,NA,4
"591",1,NA,4,4,112500,1,49,1,"New York, New York",2347,3677,NA,4
"592",1,NA,NA,6,2e+05,1,79,1,"New York, New York",2347,3677,0,3
"593",1,NA,4,6,2e+05,1,59,1,"New York, New York",2347,3677,1,6
"594",0,1,6,5,22500,0,49,1,"New York, New York",2347,3677,1,6
"595",0,1,6,7,80000,1,79,1,"New York, New York",2347,3677,0,2
"596",0,NA,4,6,32500,1,59,1,"New York, New York",2347,3677,NA,4
"597",0,NA,4,3,27500,1,59,1,"New York, New York",2347,3677,1,5
"598",1,NA,NA,6,2e+05,1,59,1,"New York, New York",2347,3677,1,5
"599",0,0,1,4,137500,1,49,1,"New York, New York",2347,3307,1,7
"600",1,1,5,6,112500,0,69,1,"New York, New York",2347,3307,0,3
"601",0,NA,4,6,32500,0,49,0,"New York, New York",2347,3307,NA,4
"602",0,0,3,4,2e+05,1,69,1,"New York, New York",2347,3307,NA,4
"603",1,0,2,6,112500,1,79,1,"New York, New York",2347,3604,1,5
"604",1,NA,NA,6,112500,1,59,0,"New York, New York",2347,3604,1,5
"605",0,NA,4,6,2e+05,1,69,0,"New York, New York",2347,3604,NA,4
"606",1,NA,4,7,112500,1,59,1,"New York, New York",2347,3054,0,3
"607",0,1,6,4,22500,0,69,0,"New York, New York",2347,3054,0,2
"608",0,NA,4,2,17500,0,49,0,"New York, New York",2347,3054,1,7
"609",0,1,5,5,67500,0,59,1,"New York, New York",2347,3054,1,5
"610",0,0,3,6,92500,1,29,1,"New York, New York",2347,3056,NA,4
"611",0,1,5,7,137500,1,29,0,"New York, New York",2347,2810,1,5
"612",0,0,2,7,37500,1,21,0,"New York, New York",2347,2810,NA,4
"613",0,1,7,4,NA,0,69,1,"New York, New York",2347,2810,0,1
"614",0,1,6,1,80000,1,69,1,"New York, New York",2347,2680,0,1
"615",1,0,2,6,112500,1,59,0,"New York, New York",NA,NA,0,3
"616",0,1,7,4,3500,0,59,0,"New York, New York",2347,2918,NA,4
"617",0,1,7,4,45000,0,29,1,"New York, New York",2347,2918,1,7
"618",0,0,2,7,92500,0,49,1,"New York, New York",2347,3807,0,3
"619",0,1,5,7,55000,1,59,1,"New York, New York",2347,3807,0,2
"620",0,1,5,6,17500,0,29,0,"New York, New York",2347,3807,0,2
"621",0,1,7,4,137500,0,29,0,"New York, New York",2347,3807,0,2
"622",0,1,5,5,55000,0,69,0,"New York, New York",NA,NA,0,2
"623",0,NA,4,4,55000,0,59,0,"New York, New York",NA,NA,1,6
"624",0,NA,4,6,55000,0,69,0,"New York, New York",NA,NA,1,5
"625",0,NA,4,4,37500,0,59,1,"New York, New York",NA,NA,1,5
"626",1,0,3,4,2e+05,1,69,1,"New York, New York",2347,3896,1,6
"627",1,1,6,6,137500,0,59,1,"New York, New York",2347,2827,0,1
"628",0,NA,4,6,45000,1,29,0,"New York, New York",2347,2827,0,2
"629",0,NA,4,2,27500,0,59,1,"New York, New York",2347,2827,1,6
"630",0,NA,4,4,6250,0,59,0,"New York, New York",2347,2827,0,3
"631",0,NA,4,6,32500,0,39,0,"New York, New York",NA,NA,NA,4
"632",1,NA,NA,7,80000,1,29,1,"New York, New York",2347,4418,0,1
"633",0,0,2,6,80000,1,29,0,"New York, New York",2347,4418,0,3
"634",0,1,7,5,2e+05,1,29,1,"New York, New York",2347,4418,0,2
"635",1,0,2,7,92500,1,59,1,"New York, New York",2347,3622,1,6
"636",1,NA,4,4,2e+05,1,79,1,"New York, New York",2347,3484,1,7
"637",0,0,1,4,3500,0,59,1,"New York, New York",2347,3484,1,7
"638",0,0,1,6,80000,1,59,1,"New York, New York",2347,3484,0,1
"639",1,0,2,4,37500,1,29,1,"New York, New York",2347,3484,NA,4
"640",1,0,2,5,2e+05,1,59,1,"New York, New York",2347,3484,0,3
"641",0,1,6,6,17500,0,49,0,"New York, New York",NA,NA,0,2
"642",1,0,3,7,2e+05,1,29,0,"New York, New York",2347,3614,0,3
"643",1,0,2,5,32500,1,69,1,"New York, New York",2347,2142,0,2
"644",1,0,3,2,55000,1,59,0,"New York, New York",2347,2142,0,3
"645",1,NA,4,5,112500,0,39,0,"New York, New York",2347,2012,NA,4
"646",1,0,3,4,67500,1,59,1,"New York, New York",2347,2012,1,6
"647",1,0,3,4,162500,1,49,1,"New York, New York",2347,2090,1,5
"648",1,1,5,6,67500,1,29,0,"New York, New York",2347,2159,0,3
