"","own","prop_a_dummy","prop_d_dummy","prop_f_dummy","prop_i_dummy","prop_i_ban_dummy","supply_dummy","rent_control","income_cat","ideology","whitenh"
"891",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"892",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"893",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"894",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"895",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"896",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"897",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"898",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"899",0,1,1,1,0,0,1,0,4,6,1
"900",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"901",NA,1,1,1,1,0,NA,NA,NA,NA,NA
"902",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"903",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"904",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"905",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"906",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA
"907",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"908",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"909",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"910",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"911",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"912",NA,1,0,1,0,1,NA,NA,NA,NA,NA
"913",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"914",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"915",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"916",0,1,1,0,1,NA,1,0,4,6,1
"917",NA,1,0,0,1,0,NA,NA,NA,NA,NA
"918",0,1,1,1,1,1,1,1,NA,7,1
"919",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"920",0,1,1,1,1,NA,1,1,1,5,1
"921",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"922",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"923",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"924",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"925",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"926",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"927",0,1,1,1,1,NA,0,1,5,4,0
"928",NA,0,1,1,1,NA,NA,NA,NA,NA,NA
"929",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"930",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"931",NA,1,1,NA,0,0,NA,NA,NA,NA,NA
"932",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"933",0,1,0,1,1,1,0,1,2,4,0
"934",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"935",NA,1,0,0,0,1,NA,NA,NA,NA,NA
"936",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"937",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"938",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"939",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"940",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"941",NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"942",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"943",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"944",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"945",0,1,1,0,1,0,1,0,4,3,1
"946",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"947",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"948",1,1,1,0,0,0,1,0,5,6,1
"949",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"950",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"951",NA,1,1,1,1,0,NA,NA,NA,NA,NA
"952",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"953",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"954",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"955",0,1,1,1,1,NA,NA,1,5,5,1
"956",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"957",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"958",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"959",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"960",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"961",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"962",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"963",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"964",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"965",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"966",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"967",NA,0,0,1,0,1,NA,NA,NA,NA,NA
"968",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"969",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"970",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"971",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"972",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"973",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"974",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"975",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"976",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"977",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"978",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"979",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"980",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"981",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"982",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"983",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"984",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"985",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"986",NA,0,0,1,0,1,NA,NA,NA,NA,NA
"987",NA,1,0,0,1,0,NA,NA,NA,NA,NA
"988",0,1,1,1,1,1,1,0,2,6,1
"989",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"990",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"991",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"992",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"993",NA,1,1,0,NA,0,NA,NA,NA,NA,NA
"994",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"995",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"996",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"997",0,0,0,0,1,NA,1,0,4,4,0
"998",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"999",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"1000",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1001",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1002",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1003",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1004",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1005",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1006",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1007",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1008",NA,0,1,0,0,NA,NA,NA,NA,NA,NA
"1009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1011",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1012",0,1,1,1,1,1,0,0,6,7,1
"1013",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1014",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1015",NA,1,1,1,0,1,NA,NA,NA,NA,NA
"1016",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1017",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1018",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1019",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1020",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1021",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1022",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1023",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1024",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1025",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1026",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1027",NA,1,0,1,1,NA,NA,NA,NA,NA,NA
"1028",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1029",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1030",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1031",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1032",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1033",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1034",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1035",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1036",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"1037",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1038",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1039",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1040",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1041",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1042",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1043",NA,0,0,1,1,NA,NA,NA,NA,NA,NA
"1044",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1045",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1046",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1047",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1048",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1049",NA,0,1,0,0,NA,NA,NA,NA,NA,NA
"1050",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1051",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1052",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1053",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA
"1054",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1055",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1056",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1057",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1058",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1059",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1060",1,1,1,0,0,0,NA,0,5,6,1
"1061",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1062",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1063",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1064",NA,0,1,0,1,0,NA,NA,NA,NA,NA
"1065",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1066",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1067",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1068",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1069",1,1,0,1,1,1,0,0,6,5,0
"1070",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1071",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1072",NA,1,NA,NA,1,0,NA,NA,NA,NA,NA
"1073",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1074",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1075",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA
"1076",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1077",NA,1,0,1,1,NA,NA,NA,NA,NA,NA
"1078",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1079",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1080",NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"1081",NA,NA,1,0,0,0,NA,NA,NA,NA,NA
"1082",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1083",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1084",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"1085",NA,1,0,NA,1,NA,NA,NA,NA,NA,NA
"1086",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1087",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1088",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1089",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1090",NA,1,0,0,0,1,NA,NA,NA,NA,NA
"1091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1093",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1094",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1095",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1096",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1097",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1098",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1099",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1100",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1101",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1102",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1103",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1104",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1105",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1106",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1107",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1108",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1109",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",NA,1,0,1,1,NA,NA,NA,NA,NA,NA
"1112",NA,0,0,1,0,1,NA,NA,NA,NA,NA
"1113",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1114",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1115",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1116",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1117",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1118",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1119",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1120",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1121",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1122",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1123",0,1,1,1,1,NA,1,0,NA,6,1
"1124",1,1,1,0,0,0,0,0,5,5,0
"1125",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1126",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1127",NA,1,NA,1,1,1,NA,NA,NA,NA,NA
"1128",NA,1,0,0,0,1,NA,NA,NA,NA,NA
"1129",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1130",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1131",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1132",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",0,1,1,0,0,0,1,0,2,6,0
"1135",NA,0,0,0,1,1,NA,NA,NA,NA,NA
"1136",NA,1,0,1,1,NA,NA,NA,NA,NA,NA
"1137",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1138",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1139",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1140",1,0,1,0,0,0,0,0,6,5,1
"1141",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1142",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1143",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1144",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1147",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1148",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1149",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1150",0,1,1,1,0,0,0,0,2,4,1
"1151",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1152",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1153",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1154",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1155",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1156",1,1,1,1,1,NA,1,0,4,5,1
"1157",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1158",NA,0,0,0,1,1,NA,NA,NA,NA,NA
"1159",0,1,1,1,0,0,1,1,2,7,1
"1160",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1161",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1162",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
"1167",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1168",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1169",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1170",NA,0,0,0,1,1,NA,NA,NA,NA,NA
"1171",NA,1,0,1,0,0,NA,NA,NA,NA,NA
"1172",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1173",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1174",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1175",0,1,1,0,1,0,1,1,2,6,1
"1176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
"1178",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1179",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1180",NA,1,1,1,0,NA,NA,NA,NA,NA,NA
"1181",0,1,1,1,1,1,1,0,2,4,0
"1182",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1183",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1184",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1185",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1186",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1187",NA,1,0,1,0,NA,NA,NA,NA,NA,NA
"1188",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1189",NA,0,0,1,1,NA,NA,NA,NA,NA,NA
"1190",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1191",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1192",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1193",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1194",1,0,0,1,1,1,0,0,5,7,1
"1195",NA,1,1,0,NA,0,NA,NA,NA,NA,NA
"1196",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1199",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1200",1,1,1,1,1,1,0,0,NA,4,1
"1201",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1202",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1203",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1206",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1207",NA,0,0,1,1,0,NA,NA,NA,NA,NA
"1208",1,1,1,0,1,1,1,0,6,6,0
"1209",NA,1,0,0,0,1,NA,NA,NA,NA,NA
"1210",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1211",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1212",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1213",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1214",NA,0,0,1,1,0,NA,NA,NA,NA,NA
"1215",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1216",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1217",NA,1,1,1,NA,0,NA,NA,NA,NA,NA
"1218",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220",0,1,1,1,1,1,1,1,2,6,0
"1221",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1222",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1223",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1224",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1225",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1226",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1227",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1228",NA,0,0,1,0,NA,NA,NA,NA,NA,NA
"1229",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1230",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1231",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1232",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1233",0,1,0,0,NA,NA,NA,0,4,6,1
"1234",NA,0,1,1,1,1,NA,NA,NA,NA,NA
"1235",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1236",0,1,1,0,1,1,1,1,NA,6,0
"1237",NA,1,1,NA,1,1,NA,NA,NA,NA,NA
"1238",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1239",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1240",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1241",1,1,1,1,1,NA,NA,0,4,7,1
"1242",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1243",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1244",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1245",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1246",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1247",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1248",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1249",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1250",1,1,1,0,0,0,1,0,5,6,1
"1251",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1252",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1253",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1254",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1255",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1256",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"1257",0,1,1,1,1,1,1,0,5,6,1
"1258",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1259",NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"1260",NA,1,NA,0,0,0,NA,NA,NA,NA,NA
"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1264",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1265",0,1,1,1,1,NA,NA,0,NA,5,0
"1266",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"1267",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1268",0,1,1,0,1,1,0,1,2,6,1
"1269",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1270",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1271",0,1,1,0,1,1,1,1,2,6,1
"1272",NA,1,1,1,0,1,NA,NA,NA,NA,NA
"1273",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1274",NA,1,1,0,1,0,NA,NA,NA,NA,NA
"1275",0,1,1,0,0,0,1,1,1,6,0
"1276",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",NA,NA,0,1,0,0,NA,NA,NA,NA,NA
"1279",NA,1,0,1,1,1,NA,NA,NA,NA,NA
"1280",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1281",NA,1,1,0,1,NA,NA,NA,NA,NA,NA
"1282",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1283",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1284",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1285",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1286",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1287",NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"1288",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1289",NA,1,0,0,1,1,NA,NA,NA,NA,NA
"1290",NA,1,0,1,NA,NA,NA,NA,NA,NA,NA
"1291",NA,0,1,1,0,0,NA,NA,NA,NA,NA
"1292",0,1,1,1,1,1,NA,1,4,7,1
"1293",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1294",NA,1,0,0,0,1,NA,NA,NA,NA,NA
"1295",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1296",1,0,1,1,0,0,1,0,4,3,0
"1297",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1298",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1299",NA,NA,0,0,1,1,NA,NA,NA,NA,NA
"1300",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1301",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1302",NA,1,1,1,1,0,NA,NA,NA,NA,NA
"1303",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1304",NA,1,1,0,1,1,NA,NA,NA,NA,NA
"1305",NA,0,0,1,1,1,NA,NA,NA,NA,NA
"1306",NA,0,1,0,1,1,NA,NA,NA,NA,NA
"1307",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1308",1,0,0,0,0,0,1,0,4,6,0
"1309",NA,0,1,1,0,NA,NA,NA,NA,NA,NA
"1310",NA,1,0,0,0,0,NA,NA,NA,NA,NA
"1311",NA,0,1,0,0,0,NA,NA,NA,NA,NA
"1312",NA,1,1,0,0,NA,NA,NA,NA,NA,NA
"1313",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1314",NA,0,1,0,1,0,NA,NA,NA,NA,NA
"1315",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1316",NA,NA,0,1,1,1,NA,NA,NA,NA,NA
"1317",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",NA,1,1,1,0,0,NA,NA,NA,NA,NA
"1320",NA,0,0,0,1,NA,NA,NA,NA,NA,NA
"1321",NA,1,1,0,0,0,NA,NA,NA,NA,NA
"1322",NA,0,0,1,0,0,NA,NA,NA,NA,NA
"1323",NA,1,1,0,0,1,NA,NA,NA,NA,NA
"1324",NA,1,1,1,1,NA,NA,NA,NA,NA,NA
"1325",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1326",NA,1,1,1,1,1,NA,NA,NA,NA,NA
"1327",NA,0,1,0,NA,0,NA,NA,NA,NA,NA
"1328",NA,1,1,0,0,0,NA,NA,NA,NA,NA
